Epoch,Train Loss,Val Loss,Train MAE,Val MAE,Best
55,2.2059374514751456e-05,5.107186636656124e-06,15.870652821455604,8.685765920493688,No
56,1.9071229971616604e-05,5.203788431143915e-06,14.894359370729708,20.64968863764595,No
57,1.4252333459768599e-05,5.124839048004499e-06,15.036133967647464,12.022151632590761,No
58,1.8101552108340042e-05,5.130181625420197e-06,14.185139337306662,11.186756122167893,No
59,1.4063015559080985e-05,5.130507084494522e-06,9.658596919774684,13.159420683817768,No
60,1.874536670169144e-05,5.288673236929931e-06,10.772585484915727,27.10054353088094,No
61,2.2999413403854502e-05,5.140120026438337e-06,13.318163909036366,14.741603222456913,No
62,2.212212236061176e-05,5.143881858043365e-06,10.877434517067291,14.194807856487078,No
63,1.6930369476204245e-05,5.129173651574885e-06,10.58474267718244,13.126495616432297,No
64,1.4992727519909196e-05,5.1110690076769995e-06,10.329771060114775,10.205814462427403,No
65,2.2747389609479716e-05,5.103535698156093e-06,10.383751985185555,9.33615452245828,No
66,1.5396845401483007e-05,5.100472112304964e-06,10.267272619772362,8.893762561804028,No
67,1.6328667036601552e-05,5.100690801415145e-06,8.616423826590363,9.00529240894466,No
68,1.9127023369452693e-05,5.100019631585405e-06,9.100068531521163,8.21705081637132,Yes
69,1.9247708467881475e-05,5.10491019949269e-06,9.015950501372366,9.505919668574355,No
70,2.2112442555858846e-05,5.1087909340123324e-06,9.361766545164615,10.205524729347525,No
71,3.84064294077847e-05,5.148038693352934e-06,94.97311204533396,11.982360762719233,No
72,1.65665126127865e-05,5.12089860042651e-06,14.939697253114378,9.674171477417183,No
73,1.8332828685545437e-05,5.210061835660648e-06,17.726555765114966,21.367461119988473,No
74,1.6487568954605946e-05,5.105867916650302e-06,17.46145543976539,10.635844709713759,No
75,1.6355127770665327e-05,5.110019676431798e-06,17.473259266167595,8.909803007846673,No
76,1.3359042539021808e-05,5.082705867417789e-06,16.841000949205938,8.433964357034972,No
77,2.128468739437781e-05,5.084975524790402e-06,17.544696270947117,10.857159515191015,No
78,2.1839474249210743e-05,5.189667720732658e-06,17.51059715185507,20.53748920731374,No
79,1.5293231447922945e-05,5.255650953572291e-06,16.222028909012344,28.55180021911906,No
80,1.7443869361337102e-05,5.056999961504417e-06,13.059663124637025,8.085564804670414,Yes
81,1.5972915077386657e-05,5.0709102231948925e-06,12.396420416528327,7.330880546273192,Yes
82,1.3962509319753735e-05,5.046205856209193e-06,11.375205524504006,8.001795559611699,No
83,2.2675305664328652e-05,5.090183541529136e-06,14.576422295957421,9.429120409358902,No
84,1.719790357227517e-05,5.046751833521334e-06,14.296757879723744,8.205128647491312,No
85,1.4239903383322203e-05,5.178138782018389e-06,16.027225226448937,24.916835298434385,No
86,2.4411171227217457e-05,5.051490293638841e-06,15.823112310559152,8.179657949444666,No
87,1.6302075649669543e-05,5.239285692382731e-06,14.168333618130701,27.03465733743196,No
88,2.2058516737675033e-05,5.26766065745949e-06,22.619024171956937,31.015020011557763,No
89,1.5814727655454234e-05,5.154264247148992e-06,16.354448341938863,23.01943578171322,No
90,1.464694707919989e-05,5.036224668300492e-06,9.954779271253246,8.12473253810758,No
91,1.8716337889224594e-05,5.042299907474011e-06,10.68038092209492,9.881055567906024,No
92,1.5029199183750873e-05,5.212095551945456e-06,17.45024681039181,27.236506460614006,No
93,1.4506935408660313e-05,5.035528720545782e-06,13.437445570452352,7.646751736037283,No
94,1.2602604250906037e-05,5.277442864287256e-06,14.003784734325091,31.833917549572316,No
95,1.4935549934900495e-05,5.04680891098604e-06,15.153126389513123,7.642619018791994,No
96,1.4596786787557864e-05,5.21709819306524e-06,13.400895895675154,26.669502471876367,No
97,1.9041965994465895e-05,5.0642742677133e-06,19.134235124569766,10.051231520728413,No
98,1.9352787506685e-05,5.067051888361692e-06,14.870093087871142,10.43634181519504,No
99,1.4887249802620278e-05,5.037937893591123e-06,9.568133825159816,8.165926208021482,No
100,1.8791442479813786e-05,5.04947703639229e-06,13.37136161076498,12.3790036997936,No
